,NC_008261.1,NC_009348.1,NC_009436.1,NC_009832.1,NC_012704.1,NC_012917.1,NC_014618.1,NC_015964.1,NC_017581.1,NC_020291.1,NZ_ACDZ02000002.1,NZ_ACDZ02000014.1,NZ_AFNK01000003.1,NZ_AFNK01000031.1,NZ_AFUJ01000013.1,NZ_AJSX01000033.1,NZ_AKYX01000019.1,NZ_AKYX01000031.1,NZ_AKYX01000063.1,NZ_AMFN01000003.1,NZ_AMYV01000071.1,NZ_AQXC01000002.1,NZ_AQXC01000005.1,NZ_AQXC01000009.1,NZ_ASVU01000001.1,NZ_AVOP01000009.1,NZ_AWFZ01000017.1,NZ_BBOB01000122.1,NZ_BCTM01000051.1,NZ_BDJI01000002.1,NZ_CBYM010000001.1,NZ_CBYM010000003.1,NZ_CBYM010000004.1,NZ_CBYM010000006.1,NZ_CBYM010000008.1,NZ_CBYM010000010.1,NZ_CBYM010000011.1,NZ_CBYM010000013.1,NZ_CBYM010000015.1,NZ_CBYM010000017.1,NZ_CBYM010000018.1,NZ_CBYM010000021.1,NZ_CBYM010000022.1,NZ_CBYM010000023.1,NZ_CBYM010000025.1,NZ_CBYM010000032.1,NZ_CBYM010000038.1,NZ_CBYM010000042.1,NZ_CBYM010000052.1,NZ_CBYM010000082.1,NZ_CCAT010000063.1,NZ_CDHL01000046.1,NZ_CGIG01000001.1,NZ_CM001981.1,NZ_CP006905.1,NZ_CP009450.1,NZ_CP009451.1,NZ_CP014154.1,NZ_CP016891.1,NZ_CP017279.1,NZ_CP020431.1,NZ_CP020466.1,NZ_CP022695.1,NZ_CP022823.1,NZ_CP022824.1,NZ_CP023185.1,NZ_CP023186.1,NZ_CP023504.1,NZ_CP023874.1,NZ_CP024885.1,NZ_CP025461.1,NZ_CP025463.1,NZ_CP025541.1,NZ_CVRN01000002.1,NZ_CYZA01000005.1,NZ_CYZN01000002.1,NZ_CYZX01000008.1,NZ_CYZX01000025.1,NZ_DS995344.1,NZ_FBWN01000106.1,NZ_FBWN01000293.1,NZ_FCNA01000053.1,NZ_FNEC01000060.1,NZ_FNJM01000006.1,NZ_FOKI01000026.1,NZ_FPBY01000056.1,NZ_FPKS01000001.1,NZ_FRCI01000003.1,NZ_FXLQ01000062.1,NZ_GG745508.1,NZ_GG745509.1,NZ_GG745515.1,NZ_GL882713.1,NZ_GL882770.1,NZ_GL882813.1,NZ_GL882823.1,NZ_GL882845.1,NZ_GL882846.1,NZ_HG917868.1,NZ_JAND01000003.1,NZ_JFVK01000184.1,NZ_JH414799.1,NZ_JH414802.1,NZ_JH414811.1,NZ_JH414818.1,NZ_JH414827.1,NZ_JMLJ01000012.1,NZ_JMTB01000061.1,NZ_JNYX01000020.1,NZ_JQNO01000001.1,NZ_JTJR01000026.1,NZ_JVGR01000030.1,NZ_JVOE01000001.1,NZ_JVOE01000003.1,NZ_JVOE01000009.1,NZ_JVOE01000016.1,NZ_JVOE01000019.1,NZ_JVOE01000024.1,NZ_JVOE01000027.1,NZ_JVOE01000034.1,NZ_JVOE01000039.1,NZ_JVOE01000047.1,NZ_JVOE01000048.1,NZ_JVOE01000056.1,NZ_JVOE01000068.1,NZ_JVOE01000070.1,NZ_JVOE01000072.1,NZ_JVOE01000081.1,NZ_JVOE01000082.1,NZ_JVOE01000084.1,NZ_JVOE01000092.1,NZ_JVOE01000094.1,NZ_JVOE01000095.1,NZ_JVOE01000104.1,NZ_JVOE01000106.1,NZ_JVOE01000118.1,NZ_JVOE01000119.1,NZ_JVOE01000120.1,NZ_JVOE01000121.1,NZ_JVOE01000122.1,NZ_JVOE01000137.1,NZ_JVOE01000150.1,NZ_JVOE01000156.1,NZ_JWBQ01000004.1,NZ_JWBQ01000007.1,NZ_JWBQ01000012.1,NZ_JWBQ01000017.1,NZ_JWBQ01000021.1,NZ_JWBQ01000025.1,NZ_JWBQ01000028.1,NZ_JWBQ01000029.1,NZ_JWBQ01000039.1,NZ_JWBQ01000041.1,NZ_JWBQ01000046.1,NZ_JWBQ01000052.1,NZ_JWBQ01000055.1,NZ_JWBQ01000059.1,NZ_JWBQ01000066.1,NZ_JWBQ01000067.1,NZ_JWBQ01000069.1,NZ_JWBQ01000071.1,NZ_JWBQ01000072.1,NZ_JWBQ01000074.1,NZ_JWHR01000068.1,NZ_JXKM01000010.1,NZ_JZRD01000005.1,NZ_KB291599.1,NZ_KB291603.1,NZ_KB291609.1,NZ_KB291616.1,NZ_KB291617.1,NZ_KB291618.1,NZ_KB291623.1,NZ_KB291624.1,NZ_KB291640.1,NZ_KB291645.1,NZ_KB291651.1,NZ_KB291682.1,NZ_KB291705.1,NZ_KB976065.1,NZ_KB976100.1,NZ_KE136325.1,NZ_KE136354.1,NZ_KE136488.1,NZ_KE384122.1,NZ_KI973170.1,NZ_KI973262.1,NZ_KN150796.1,NZ_KQ089854.1,NZ_KQ090002.1,NZ_KV789620.1,NZ_KV789633.1,NZ_KV789636.1,NZ_KV789637.1,NZ_KV789642.1,NZ_KV789645.1,NZ_KV789647.1,NZ_KV789658.1,NZ_KV789659.1,NZ_KV789665.1,NZ_KV789816.1,NZ_KV789837.1,NZ_KV789842.1,NZ_KV789850.1,NZ_KV789871.1,NZ_KV789891.1,NZ_KV789897.1,NZ_KV789900.1,NZ_KV791133.1,NZ_KV792639.1,NZ_KV792988.1,NZ_KV792996.1,NZ_KV793000.1,NZ_KV793001.1,NZ_KV793010.1,NZ_KV793011.1,NZ_KV793021.1,NZ_KV793397.1,NZ_KV794114.1,NZ_KV797956.1,NZ_KV797966.1,NZ_KV797969.1,NZ_KV800998.1,NZ_KV801005.1,NZ_KV801015.1,NZ_KV801021.1,NZ_KV801346.1,NZ_KV805527.1,NZ_KV805529.1,NZ_KV805530.1,NZ_KV805531.1,NZ_KV805535.1,NZ_KV805540.1,NZ_KV805542.1,NZ_KV805543.1,NZ_KV805556.1,NZ_KV805560.1,NZ_KV805561.1,NZ_KV805563.1,NZ_KV805568.1,NZ_KV805572.1,NZ_KV805588.1,NZ_KV805600.1,NZ_KV805602.1,NZ_KV807679.1,NZ_KV809577.1,NZ_KV810409.1,NZ_KV810416.1,NZ_KV810424.1,NZ_KV810430.1,NZ_KV810700.1,NZ_KV811044.1,NZ_KV811571.1,NZ_KV811961.1,NZ_KV811972.1,NZ_KV811974.1,NZ_KV811978.1,NZ_KV811980.1,NZ_KV811987.1,NZ_KV811992.1,NZ_KV811993.1,NZ_KV813694.1,NZ_KV814481.1,NZ_KV814489.1,NZ_KV814705.1,NZ_KV814708.1,NZ_KV814710.1,NZ_KV814719.1,NZ_KV814733.1,NZ_KV814737.1,NZ_KV814743.1,NZ_KV814975.1,NZ_KV815632.1,NZ_KV816913.1,NZ_KV820351.1,NZ_KV820361.1,NZ_KV820373.1,NZ_KV820375.1,NZ_KV830305.1,NZ_KV830861.1,NZ_KV830882.1,NZ_KV830972.1,NZ_KV830978.1,NZ_KV831701.1,NZ_KV832779.1,NZ_KV835205.1,NZ_KV837948.1,NZ_KV837955.1,NZ_KV837957.1,NZ_KV837963.1,NZ_KV837982.1,NZ_KV837988.1,NZ_KV838003.1,NZ_KV838028.1,NZ_KV838029.1,NZ_KV838032.1,NZ_KV838033.1,NZ_KV838037.1,NZ_LANE01000004.1,NZ_LATB01000124.1,NZ_LEDM01000005.1,NZ_LEDM01000007.1,NZ_LEDQ01000030.1,NZ_LEEP01000013.1,NZ_LFOB01000018.1,NZ_LFOB01000021.1,NZ_LFOB01000032.1,NZ_LFOB01000041.1,NZ_LFRG01000039.1,NZ_LGIT01000017.1,NZ_LHOX01000017.1,NZ_LHUP01000086.1,NZ_LHUP01000305.1,NZ_LJOI01000008.1,NZ_LJOI01000021.1,NZ_LKKX01000054.1,NZ_LKKX01000067.1,NZ_LM994668.1,NZ_LM994669.1,NZ_LMLJ01000023.1,NZ_LN890328.1,NZ_LNII01000039.1,NZ_LOAR01000003.1,NZ_LOAR01000004.1,NZ_LOAR01000006.1,NZ_LOAR01000008.1,NZ_LOAR01000010.1,NZ_LOAR01000011.1,NZ_LOAR01000018.1,NZ_LOAR01000019.1,NZ_LOAR01000024.1,NZ_LOAR01000026.1,NZ_LOAR01000027.1,NZ_LOMM01000060.1,NZ_LPPZ01000092.1,NZ_LRCX01000146.1,NZ_LSIZ01000017.1,NZ_LSIZ01000035.1,NZ_LSIZ01000059.1,NZ_LSIZ01000070.1,NZ_LT575472.1,NZ_LVVA01000005.1,NZ_LXEQ01000062.1,NZ_LXES01000024.1,NZ_LXES01000039.1,NZ_LZOZ01000001.1,NZ_LZOZ01000003.1,NZ_LZOZ01000006.1,NZ_LZOZ01000011.1,NZ_LZOZ01000012.1,NZ_LZOZ01000014.1,NZ_LZOZ01000015.1,NZ_LZOZ01000017.1,NZ_LZOZ01000019.1,NZ_LZST01000034.1,NZ_LZST01000127.1,NZ_LZST01000173.1,NZ_LZST01000178.1,NZ_MCII02000009.1,NZ_MDJQ01000017.1,NZ_MRBS01000003.1,NZ_MSXW01000019.1,NZ_MTEG01000033.1,NZ_NCST01000085.1,NZ_NFVM01000063.1,NZ_NFVM01000092.1,NZ_NFVM01000143.1,NZ_NGKU01000001.1,NZ_NGLC01000001.1,NZ_NHZE01000079.1,NZ_NHZE01000091.1,NZ_NHZE01000107.1,NZ_NISF01000004.1,NZ_NJGF01000002.1,NZ_NOIF01000207.1,NZ_PGWQ01000012.1,NZ_PIBL01000005.1,NZ_PIBL01000022.1,NZ_PIBN01000001.1,NZ_PIBN01000006.1,NZ_PIOL01000001.1,NZ_PIOL01000002.1,NZ_PIOL01000004.1,NZ_PIOL01000006.1,NZ_PIOL01000007.1,NZ_PIOL01000011.1,NZ_PIOL01000016.1,NZ_PIOL01000019.1,NZ_PIOL01000025.1,NZ_PIOL01000355.1,NZ_PJDJ01000001.1,NZ_PJDJ01000002.1,NZ_PJDJ01000006.1,NZ_PJDJ01000010.1,NZ_PJDJ01000024.1,NZ_PJDJ01000027.1,NZ_PJDJ01000043.1,NZ_PJDJ01000045.1,NZ_PJDJ01000048.1,NZ_PJDJ01000059.1,NZ_PJDJ01000068.1,NZ_PJDJ01000093.1,NZ_PJDJ01000105.1
NZ_CBYM010000006.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000008.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000010.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000011.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000013.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000015.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000017.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000018.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000021.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000022.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000023.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000025.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000032.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000038.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000042.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000052.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CBYM010000082.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CCAT010000063.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CDHL01000046.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CGIG01000001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CM001981.1,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
